1,3.479727442,RealDur:,2
1,1.975363661,RealDur:,2
1,6.864129529,RealDur:,7
1,6.370325513,RealDur:,7
1,10.32396068,RealDur:,12
1,10.43197981,RealDur:,12
2,2.127848599,RealDur:,2
2,3.110411294,RealDur:,2
2,7.861526973,RealDur:,7
2,7.710741828,RealDur:,7
2,10.95740454,RealDur:,12
2,9.417536931,RealDur:,12
1,2.561838986,RealDur:,2
1,3.504176969,RealDur:,2
1,7.696730615,RealDur:,7
1,7.844221838,RealDur:,7
1,11.28948332,RealDur:,12
1,9.675047994,RealDur:,12
2,2.37029554,RealDur:,2
2,2.414101676,RealDur:,2
2,7.398836182,RealDur:,7
2,7.167718489,RealDur:,7
2,9.320247604,RealDur:,12
2,10.28011735,RealDur:,12
3,2.775943298,RealDur:,2
3,2.251490647,RealDur:,2
3,6.052608029,RealDur:,7
3,6.288849193,RealDur:,7
3,11.08351116,RealDur:,12
3,8.236340871,RealDur:,12
4,3.034497921,RealDur:,2
4,1.929688984,RealDur:,2
4,7.696175905,RealDur:,7
4,6.514987159,RealDur:,7
4,8.143033322,RealDur:,12
4,12.24825914,RealDur:,12
3,1.984691545,RealDur:,2
3,2.087477608,RealDur:,2
3,6.85302172,RealDur:,7
3,7.266129296,RealDur:,7
3,12.19895178,RealDur:,12
3,10.27949583,RealDur:,12
4,3.471185241,RealDur:,2
4,1.877561979,RealDur:,2
4,7.395243487,RealDur:,7
4,7.745514593,RealDur:,7
4,8.512540658,RealDur:,12
4,9.533901862,RealDur:,12
5,3.27730688,RealDur:,2
5,2.06266208,RealDur:,2
5,7.748515737,RealDur:,7
5,7.216651678,RealDur:,7
5,12.88629243,RealDur:,12
5,9.223602089,RealDur:,12
6,3.964336033,RealDur:,2
6,3.590249288,RealDur:,2
6,7.997039977,RealDur:,7
6,7.614722623,RealDur:,7
6,11.8254298,RealDur:,12
6,10.87050536,RealDur:,12
5,1.848939415,RealDur:,2
5,2.533041509,RealDur:,2
5,6.117237058,RealDur:,7
5,7.34130489,RealDur:,7
5,10.43784085,RealDur:,12
5,8.090243286,RealDur:,12
6,1.894118338,RealDur:,2
6,3.978503147,RealDur:,2
6,7.473123912,RealDur:,7
6,7.998276073,RealDur:,7
6,11.27119421,RealDur:,12
6,9.82934516,RealDur:,12
7,3.092476988,RealDur:,2
7,3.796258881,RealDur:,2
7,7.767570724,RealDur:,7
7,7.39272245,RealDur:,7
7,9.426292412,RealDur:,12
7,12.40461404,RealDur:,12
8,3.672805804,RealDur:,2
8,3.687462315,RealDur:,2
8,7.276765294,RealDur:,7
8,7.88706443,RealDur:,7
8,9.643969965,RealDur:,12
8,8.161030939,RealDur:,12
7,1.816589537,RealDur:,2
7,2.703684793,RealDur:,2
7,7.708912656,RealDur:,7
7,7.289537119,RealDur:,7
7,11.51448351,RealDur:,12
7,12.90678513,RealDur:,12
8,2.447216538,RealDur:,2
8,1.844304117,RealDur:,2
8,6.132083641,RealDur:,7
8,7.411841888,RealDur:,7
8,12.36695825,RealDur:,12
8,8.019277247,RealDur:,12
1,3.479727442,RealDur:,2
1,1.975363661,RealDur:,2
1,6.864129529,RealDur:,7
1,6.370325513,RealDur:,7
1,10.32396068,RealDur:,12
1,10.43197981,RealDur:,12
2,2.127848599,RealDur:,2
2,3.110411294,RealDur:,2
2,7.861526973,RealDur:,7
2,7.710741828,RealDur:,7
2,10.95740454,RealDur:,12
2,9.417536931,RealDur:,12
1,2.561838986,RealDur:,2
1,3.504176969,RealDur:,2
1,7.696730615,RealDur:,7
1,7.844221838,RealDur:,7
1,11.28948332,RealDur:,12
1,9.675047994,RealDur:,12
2,2.37029554,RealDur:,2
2,2.414101676,RealDur:,2
2,7.398836182,RealDur:,7
2,7.167718489,RealDur:,7
2,9.320247604,RealDur:,12
2,10.28011735,RealDur:,12
3,2.775943298,RealDur:,2
3,2.251490647,RealDur:,2
3,6.052608029,RealDur:,7
3,6.288849193,RealDur:,7
3,11.08351116,RealDur:,12
3,8.236340871,RealDur:,12
4,3.034497921,RealDur:,2
4,1.929688984,RealDur:,2
4,7.696175905,RealDur:,7
4,6.514987159,RealDur:,7
4,8.143033322,RealDur:,12
4,12.24825914,RealDur:,12
3,1.984691545,RealDur:,2
3,2.087477608,RealDur:,2
3,6.85302172,RealDur:,7
3,7.266129296,RealDur:,7
3,12.19895178,RealDur:,12
3,10.27949583,RealDur:,12
4,3.471185241,RealDur:,2
4,1.877561979,RealDur:,2
4,7.395243487,RealDur:,7
4,7.745514593,RealDur:,7
4,8.512540658,RealDur:,12
4,9.533901862,RealDur:,12
5,3.27730688,RealDur:,2
5,2.06266208,RealDur:,2
5,7.748515737,RealDur:,7
5,7.216651678,RealDur:,7
5,12.88629243,RealDur:,12
5,9.223602089,RealDur:,12
6,3.964336033,RealDur:,2
6,3.590249288,RealDur:,2
6,7.997039977,RealDur:,7
6,7.614722623,RealDur:,7
6,11.8254298,RealDur:,12
6,10.87050536,RealDur:,12
5,1.848939415,RealDur:,2
5,2.533041509,RealDur:,2
5,6.117237058,RealDur:,7
5,7.34130489,RealDur:,7
5,10.43784085,RealDur:,12
5,8.090243286,RealDur:,12
6,1.894118338,RealDur:,2
6,3.978503147,RealDur:,2
6,7.473123912,RealDur:,7
6,7.998276073,RealDur:,7
6,11.27119421,RealDur:,12
6,9.82934516,RealDur:,12
7,3.092476988,RealDur:,2
7,3.796258881,RealDur:,2
7,7.767570724,RealDur:,7
7,7.39272245,RealDur:,7
7,9.426292412,RealDur:,12
7,12.40461404,RealDur:,12
8,3.672805804,RealDur:,2
8,3.687462315,RealDur:,2
8,7.276765294,RealDur:,7
8,7.88706443,RealDur:,7
8,9.643969965,RealDur:,12
8,8.161030939,RealDur:,12
7,1.816589537,RealDur:,2
7,2.703684793,RealDur:,2
7,7.708912656,RealDur:,7
7,7.289537119,RealDur:,7
7,11.51448351,RealDur:,12
7,12.90678513,RealDur:,12
8,2.447216538,RealDur:,2
8,1.844304117,RealDur:,2
8,6.132083641,RealDur:,7
8,7.411841888,RealDur:,7
8,12.36695825,RealDur:,12
8,8.019277247,RealDur:,12
1,3.479727442,RealDur:,2
1,1.975363661,RealDur:,2
1,6.864129529,RealDur:,7
1,6.370325513,RealDur:,7
1,10.32396068,RealDur:,12
1,10.43197981,RealDur:,12
2,2.127848599,RealDur:,2
2,3.110411294,RealDur:,2
2,7.861526973,RealDur:,7
2,7.710741828,RealDur:,7
2,10.95740454,RealDur:,12
2,9.417536931,RealDur:,12
1,2.561838986,RealDur:,2
1,3.504176969,RealDur:,2
1,7.696730615,RealDur:,7
1,7.844221838,RealDur:,7
1,11.28948332,RealDur:,12
1,9.675047994,RealDur:,12
2,2.37029554,RealDur:,2
2,2.414101676,RealDur:,2
2,7.398836182,RealDur:,7
2,7.167718489,RealDur:,7
2,9.320247604,RealDur:,12
2,10.28011735,RealDur:,12
3,2.775943298,RealDur:,2
3,2.251490647,RealDur:,2
3,6.052608029,RealDur:,7
3,6.288849193,RealDur:,7
3,11.08351116,RealDur:,12
3,8.236340871,RealDur:,12
4,3.034497921,RealDur:,2
4,1.929688984,RealDur:,2
4,7.696175905,RealDur:,7
4,6.514987159,RealDur:,7
4,8.143033322,RealDur:,12
4,12.24825914,RealDur:,12
3,1.984691545,RealDur:,2
3,2.087477608,RealDur:,2
3,6.85302172,RealDur:,7
3,7.266129296,RealDur:,7
3,12.19895178,RealDur:,12
3,10.27949583,RealDur:,12
4,3.471185241,RealDur:,2
4,1.877561979,RealDur:,2
4,7.395243487,RealDur:,7
4,7.745514593,RealDur:,7
4,8.512540658,RealDur:,12
4,9.533901862,RealDur:,12
5,3.27730688,RealDur:,2
5,2.06266208,RealDur:,2
5,7.748515737,RealDur:,7
5,7.216651678,RealDur:,7
5,12.88629243,RealDur:,12
5,9.223602089,RealDur:,12
6,3.964336033,RealDur:,2
6,3.590249288,RealDur:,2
6,7.997039977,RealDur:,7
6,7.614722623,RealDur:,7
6,11.8254298,RealDur:,12
6,10.87050536,RealDur:,12
5,1.848939415,RealDur:,2
5,2.533041509,RealDur:,2
5,6.117237058,RealDur:,7
5,7.34130489,RealDur:,7
5,10.43784085,RealDur:,12
5,8.090243286,RealDur:,12
6,1.894118338,RealDur:,2
6,3.978503147,RealDur:,2
6,7.473123912,RealDur:,7
6,7.998276073,RealDur:,7
6,11.27119421,RealDur:,12
6,9.82934516,RealDur:,12
7,3.092476988,RealDur:,2
7,3.796258881,RealDur:,2
7,7.767570724,RealDur:,7
7,7.39272245,RealDur:,7
7,9.426292412,RealDur:,12
7,12.40461404,RealDur:,12
8,3.672805804,RealDur:,2
8,3.687462315,RealDur:,2
8,7.276765294,RealDur:,7
8,7.88706443,RealDur:,7
8,9.643969965,RealDur:,12
8,8.161030939,RealDur:,12
7,1.816589537,RealDur:,2
7,2.703684793,RealDur:,2
7,7.708912656,RealDur:,7
7,7.289537119,RealDur:,7
7,11.51448351,RealDur:,12
7,12.90678513,RealDur:,12
8,2.447216538,RealDur:,2
8,1.844304117,RealDur:,2
8,6.132083641,RealDur:,7
8,7.411841888,RealDur:,7
8,12.36695825,RealDur:,12
8,8.019277247,RealDur:,12
